study_id,study_slug,included_status,title,pmid,year_published,journal_published,article_type_general,article_type_specific,open_access,data_available,data_availability_notes,imaging_modality,resolution,sample_size_number,sample_size_notes,model_system,model_system_specific,organelles,quantifications,comparators_conditions,comments,source_file,source_sheet,source_repo_url,source_commit
Ezzedine 2023,ezzedine-2023,included,Adaptive traits of cysts of the snow alga Sanguina nivaloides unveiled by 3D subcellular imaging.,37980360,2023,Nature Communications,Research Article,Article,Yes,Yes,"Electron microscopy images can be accessed Electron Microscopy Public Image Archive with the following reference, EMPIAR-11694. Computation and metric geometry for 3D reconstructions were realized using Dragonfly with scripts provided at gitlab.com/clariaddy/ stl_statistics and gitlab.com/clariaddy/mindist for the cryo-fixed cells. Source data are provided with this paper.",FIB-SEM,8nm chem-fixed or 10nm isotropic cryo-fixed,2,"1 chemically fixed, 1 cryo-fixed",Plant; Other,Sanguina nivaloides (snow alga),Nucleus; Mitochondria; Lipid Droplets; Chloroplast/Plastid,Volume; Volume fraction; Dimensions; Surface Area; Contacts/Associations,Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Feng 2016,feng-2016,included,Three-dimensional reconstruction of black tiger prawn (Penaeus monodon) spermatozoa using serial block-face scanning electron microscopy.,26877112,2016,Journal of Morphology,Research Article,Not specified,No,No,,SBF-SEM,"8.7nm xy, 50nm z",9,Randomly selected spermatozoa,Invertebrate,"Penaeus monodon, Black Tiger Prawn spermatozoa",Nucleus; Mitochondria; Other: membrane-less dense granules,Volume; Dimensions; Count/#,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Feng 2023,feng-2023,included,FIB-SEM analysis on three-dimensional structures of growing organelles in wild Chlorella pyrenoidosa cells.,36416933,2023,Protoplasma,Research Article,Original Article,No,No,,FIB-SEM,"2.44nm (xy), 8nm (z)",9+,"3+ per growth stage; 20 imaged, 15 segmented, but 3 per stage chosen for reconstruction",Other: protist/protozoa,"Chlorella pyrenoidosa, microalgae","Nucleus; ER; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Chloroplast/Plastid; Other: starch grains, chloroplast pyrenoid, thylakoid, nucleolus, heterochromatin, euchromatin",Volume; Volume fraction; Dimensions; Count/#; Surface Area; Positioning/Distance; Shape,"Metabolic State; Other: photosynthetic growth, cell size (increases across cell growth stages)",,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Ferreira 2008,ferreira-2008,included,Active transcription and ultrastructural changes during Trypanosoma cruzi metacyclogenesis.,18345384,2008,Annals of the Brazilian Academy of Sciences,Research Article,not stated,Yes,No,,ssTEM,?,1,,Flagellate protist,Trypanosoma cruzi,"Nucleus; Flagella/cilia; Other: kinetoplast, nucleolus",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Fogelqvist 2017,fogelqvist-2017,included,Laboratory cryo x-ray microscopy for 3D cell imaging.,29044158,2017,Scientific Reports,Technical Article,Article,Yes,No,,SXT,100nm,2,,Human,"HEK293T, immortalized cell line; starved",Nucleus; Vacuole/Lysosome; Vesicles,Dimensions,Other: w/ and w/o interacting NK cells,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Girard-Dias 2012,girard-dias-2012,included,On the ultrastructural organization of Trypanosoma cruzi using cryopreparation methods and electron tomography.,22872316,2012,Histochemistry and Cell Biology,Technical Article,Original Paper,No,No,,Cryo ET,70 or 200nm z; xy?,1,"(M&M mentions ""35 tomograms (appox. 25 from epimastigotes and 10 from amastigotes and epimastigotes)""",Flagellate protist,Trypanosoma cruzi,"Nucleus; Vacuole/Lysosome; Flagella/cilia; Other: kinetoplast, flagellar pocket",Count/#,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Gluenz 2015,gluenz-2015,included,Scanning and three-dimensional electron microscopy methods for the study of Trypanosoma brucei and Leishmania mexicana flagella.,25837406,2015,Methods in Cell Biology,Technical Article,,Yes,No,,SBF-SEM,"6-6.2nm xy, 100nm z",1,Fig 9. original data,Flagellate protist,Trypanosoma brucei,"Nucleus; Mitochondria; Vesicles; Flagella/cilia; Other: glycosome, acidocalcisome",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hair 2024,hair-2024,included,Whole cell reconstructions of Leishmania mexicana through the cell cycle.,38416776,2024,PLOS Pathogens,Research Article,Research Article,Yes,Yes,The SBF-SEM dataset generated and analysed for this study have been deposited and is available in the EMPIAR repository database [54]under the EMPIAR ID:11826 -https://www.ebi.ac.uk/empiar/EMPIAR-11826/. The electron tomography dataset generated and analysed for this study has been deposited and is available in the Zenodo repository - https://zenodo . org/records/10652021.,SBF-SEM,"5nm xy, 100nm z (in vitro); 75nm (sand fly)","41 in vitro, 10 sand fly-derived",,Flagellate protist,Leishmania mexicana,"Nucleus; ER; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Golgi; Flagella/cilia; Other: glycosome, acidocalcisome, kinetoplast, paraflagellar rod, PFR, flagellar pocket",Volume; Volume fraction; Dimensions; Count/#; Surface Area; Density,Cell Cycle; Other: Physiological relevance (in vitro vs sand fly-derived),,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hanssen 2010,hanssen-2010,included,Ultrastructure of the asexual blood stages of Plasmodium falciparum.,20869520,2010,Methods in Cell Biology,Technical Article,Book chapter,No,No,,Cryo ET,0.93-2.33nm xy; 300nm z,1,,Other: protist,Plasmodium falciparum,"Nucleus; Mitochondria; Vacuole/Lysosome; Other: apicoplast, acidocalcisome",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hanssen 2013,hanssen-2013,included,Electron tomography of Plasmodium falciparum merozoites reveals core cellular events that underpin erythrocyte invasion.,23461734,2013,Cellular Microbiology,Research Article,"not specified; ""Editor's Choice""",No,No,,SXT; Other: ET with chemical fixation,120-140nm (ET); SXT?,49?,"n=49 total counted from Table 2 (17 chem-fix (5 GF, 6 GO, 6 ROTO), SXT 32 (31 stated in text); 16 parasites in contact w RBC;",Flagellate protist,Plasmodium falciparum,"Nucleus; Mitochondria; Other: rhoptry, apical/polar rings, dense granules, micronemes, cystosomal ring, apicoplast",Volume; Volume fraction,Methodology; Other: stages of RBC invasion,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Henderson 2007,henderson-2007,included,3-D ultrastructure of O. tauri: electron cryotomography of an entire eukaryotic cell.,17710148,2007,PLoS One,Research Article,"""Research article""",Yes,No,,Cryo ET,1.2nm (CCD pixel size),10 (6 best cells used for quantitation) (52 imaged total),23 dark-to-light transition; 29 light-to-dark transition,Plankton,Ostreococcus tauri (picoplankton),Nucleus; ER; Mitochondria; Chloroplast/Plastid; Peroxisome; Golgi; Other: Granules,Volume; Volume fraction; Dimensions; Surface Area,Cell Cycle; Light/Dark,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Heymann 2009,heymann-2009,included,3D imaging of mammalian cells with ion-abrasion scanning electron microscopy.,19116171,2009,Journal of Structural Biology,Technical Article,not stated,Yes,No,,Other: IA-SEM,"12nm xy, 30nm z",1,,Human,human melanoma cells (MNT-1),Nucleus; ER; Mitochondria; Other: cell envelope,Volume; Volume fraction; Surface Area; Density; Shape,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hoffman 2020,hoffman-2020,included,Correlative three-dimensional super-resolution and block-face electron microscopy of whole vitreously frozen cells.,31949053,2020,Science,Technical Article,Research Article,Yes,No,Data and materials availability: All data needed to evaluate the conclusions of this paper are present here or the supplementary materials. The total size of the raw data used here exceeds tens of terabytes. All data used in this paper is freely available upon reasonable request to those who provide a mechanism for facile data transfer,FIB-SEM,8nm isotropic,2,,NHP,COS-7 cells,Nucleus; ER; Mitochondria; Other: hetero/euchromatin,Volume; Dimensions,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hohmann-Marriott 2009,hohmann-marriott-2009,included,Nanoscale 3D cellular imaging by axial scanning transmission electron tomography.,19718033,2009,Nature Methods,Technical Article,Brief Communication/Article,Yes,No,,Other: scanning TEM (STEM) with HAADF detection,20nm z; 1-2.8nm xy,1,,Parasitic protist,Plasmodium falciparum (infected human erythrocyte),"Nucleus; Vacuole/Lysosome; Lipid Droplets; Golgi; Other: apicoplast, rhoptry, parasitophorous vacuole, Maurer's cleft, (ER, putative)",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hughes 2017,hughes-2017,included,Patterns of organelle ontogeny through a cell cycle revealed by whole-cell reconstructions using 3D electron microscopy.,28049718,2017,Journal of Cell Science,Research Article,"""Tools and techniques""",Yes,No,,SBF-SEM,"6-6.2nm (xy), 100nm (z)",79,(different n's for each quant),Flagellate protist,Trypanosoma brucei,"Nucleus; Mitochondria; Golgi; Flagella/cilia; Centrosome/Basal Body; Other: cell body membrane, glycosomes, acidocalcisomes, kinetoplast",Volume; Dimensions; Count/#; Positioning/Distance,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Hummel 2012,hummel-2012,included,3D Ultrastructural Organization of Whole Chlamydomonas reinhardtii Cells Studied by Nanoscale Soft X-Ray Tomography,23300909,2012,PLoS One,Technical Article,"""Research Article""",Yes,No,,SXT,"<30nm flagella, <50nm cell body",14 cells (6 & 8),(6 wt; 8 mutant),Plant,Chlamydomonas reinhardtii (algae),"Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Chloroplast/Plastid; Flagella/cilia; Other: Pyrenoid, flagellum is only partially shown)",Volume; Volume fraction,Cell Type/Species; Other: 2 strains: WT CC125 & cw15+,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Jadav 2023,jadav-2023,included,Beyond the surface: Investigation of tumorsphere morphology using volume electron microscopy.,37805154,2023,Journal of Structural Biology,Research Article,Research Article,Yes,No,"""No data was used for the research described in the article."" ??",SBF-SEM,"9nm xy, 27nm z",6+,"counting only 2-organelles (see Supp Table 1, total = 65), 1 monolayer + 5 mito/vesicles analysed (although we can't tell how many cells have which organelle combo; â€œVolumetric analyses of mitochondria for 30 intact cells in one whole tumorsphereâ€ mentioned in M&M section 2.5",Human,human lung small cell cancer (H446) 2D culture & tumorspheres,Nucleus; Mitochondria; Vesicles,Volume; Volume fraction; Count/#; Surface Area; Shape,Cell Cycle; Methodology,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Jiang 2010,jiang-2010,included,"Quantitative 3D imaging of whole, unstained cells by using X-ray diffraction microscopy.",20534442,2010,PNAS,Technical Article,"""Research Article"" (online)",Yes,No,,X-ray diffraction,50-60nm,1,,Yeast,S. pombe yeast spore,"Nucleus; ER; Mitochondria; Vacuole/Lysosome; Other: Cell wall, granules, nucleolus",Volume; Volume fraction; Dimensions; Density,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Johkura 2022,johkura-2022,included,"Whole-cell observation of ZIO-stained Golgi apparatus in rat hepatocytes with serial block-face scanning electron microscope, SBF-SEM.",35535544,2022,Microscopy,Research Article,"""Journal article"" (online)",Yes,No,,SBF-SEM,"10nm xy, 70nm z",8 fully reconstructed,"4 single-nuc, 4 binuc",Rodent,Rat hepatocytes (in situ),Nucleus; Golgi; Other: Bile canaliculus,Volume; Volume fraction; Count/#; Surface Area,Cell Type/Species; Other,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Kelbauskas 2017,kelbauskas-2017,included,Optical computed tomography for spatially isotropic four-dimensional imaging of live single cells.,29226240,2017,Science Advances,Technical Article,Research Article,Yes,No,"""Data and materials availability: All data needed to evaluate the conclusions in the paper are present in the paper and/or the Supplementary Materials. Additional data related to this paper may be requested from the authors.""",LCCT,311+/- 20nm xy planar; 266+/- 34nm axial (xz); 30s time res,"1 K562, 1 J744A.1",,Human; Rodent,K562 human myelogenous leukemia cells; J774A.1 mouse macrophage,Nucleus; Mitochondria,Volume; Other: volume distribution dynamics (Fig 5),,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Kichuk 2024,kichuk-2024,included,Using MitER for 3D analysis of mitochondrial morphology and ER contacts.,38232737,2024,Cell Reports Methods,Research Article,Article,Yes,No,(1) Microscopy and any additional data reported in this paper will be shared by the lead contact upon request. (2) All original code has been deposited on Figshare and Github and is publicly available as of the date of publication. DOIs are listed in the key resources table. (3) Any additional information required to re-analyze the data reported in this paper is available from the lead contact upon request.,Fluorescence,131-151nm xy; 347-399 nm z,90 yeast,"yeast - 90 (30 cells per metabolic state) (12 MRC-5 cells counted from Fig 6B-D, but EXCLUDED due to lack of cell boundary)",Human; Yeast,Saccharomyces cerevisiae; MRC-5 primary human lung fibroblast cell,ER; Mitochondria,Volume; Volume fraction; Surface Area; Positioning/Distance; Contacts/Associations,Metabolic State,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Koutsogiannis 2023,koutsogiannis-2023,included,Assessment of Toxoplasma gondii lytic cycle and the impact of a gene deletion using 3D label-free optical diffraction holotomography.,37600951,2023,Frontiers in Cellular and Infection Microbiology,Research Article,Methods,Yes,No,The original contributions presented in the study are included in the article/Supplementary Material. Further inquiries can be directed to the corresponding author.,Other: optical diffraction holotomography,not stated,3,"1 WT, 2 cerS1 mutant",Flagellate protist,Toxoplasma gondii,"Nucleus; Other: conoid, ""internal membrane complex""",Volume; Surface Area; Other: RI,Cell Type/Species,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Larabell 2004,larabell-2004,included,"X-ray tomography generates 3-D reconstructions of the yeast, saccharomyces cerevisiae, at 60-nm resolution.",14699066,2004,MBoC,Technical Article,Essay,Yes,No,,SXT,60 nm,3,,Yeast,S. cerevisiae,"vacuole, lipid droplet, nucleus",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Laundon 2019,laundon-2019,included,The architecture of cell differentiation in choanoflagellates and sponge choanocytes.,30978201,2019,PLOS Biology,Research Article,Short reports,Yes,Yes,"(""All relevant data are within the paper and its Supporting Information files. All TrakEM2 project files and electron microscopy files are available from figshare (doi. org/10.6084/m9.figshare.7346750.v2)."")",ssTEM,70-150nm sections (z); xy?,5 choanocytes; 3 colonial s. rosetta cells; 3 single s. rosetta cells,,Invertebrate; Flagellate protist,"s. rosetta (choanoflagellate), oscarella carmela (sponge) choanocytes","Nucleus; ER; Mitochondria; Vacuole/Lysosome; Golgi; Vesicles; Flagella/cilia; Centrosome/Basal Body; Other: glycogen granules, nucleolus, basal foot",Volume; Volume fraction; Dimensions; Count/#; Positioning/Distance; Contacts/Associations; Shape,Cell Type/Species; Other: Differentiation,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Li 2022,li-2022,included,Auto-segmentation and time-dependent systematic analysis of mesoscale cellular structure in Î²-cells during insulin secretion.,35324950,2022,PLoS One.,Technical Article,Research article,Yes,No,,SXT,60 nm,132,40 tomograms from SXT extended to 132. unsure if those original 40 are included in the 132. 3 for analysis,Rodent,rat insulinoma INS-1E pancreatic B-cell,Nucleus; Mitochondria; Vesicles; Other: insulin vesicles,Volume; Volume fraction; Count/#; Positioning/Distance; Density,Metabolic State,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Liu 2018,liu-2018,included,Observing the cell in its native state: Imaging subcellular dynamics in multicellular organisms.,29674564,2018,Science,Technical Article,Research Article,Yes,No,Data and materials availability: All data needed to evaluate the conclusions in the paper are present in the paper or the supplementary materials. Documentation for construction of a lattice light-sheet microscope can be obtained by execution of a research license agreement with HHMI.,Fluorescence; Other: adaptive optical-LLSM (AO-LLSM),"97 xy, 200 z",4,1 of each cell type (see below); 3 time points for zebrafish neural progenitor,Other: Fish,"Zebrafish embryo brain (neural progenitor) and eye (lens, skin, retinal neuroepithelial) cells",Nucleus; ER; Mitochondria; Golgi,Volume; Volume fraction; Surface Area; Positioning/Distance,Cell Cycle; Cell Type/Species,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Liu 2018,liu-2018,included,Quantitative imaging of Candida utilis and its organelles by soft X-ray Nano-CT.,28960304,2018,Journal of Microscopy,Technical Article,Original article,No,No,,SXT,30 nm,2,1 G1 and 1 budding,Yeast,Candida utilis,Nucleus; Mitochondria; Vacuole/Lysosome; Lipid Droplets; Other: Nucleolus,Volume; Volume fraction; Other: LAC,Cell Cycle,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Loconte 2021,loconte-2021,included,Using soft X-ray tomography for rapid whole-cell quantitative imaging of SARS-CoV-2-infected cells.,34729550,2021,Cell Reports Methods,Research Article,Article,Yes,No,Data and code availability: This paper does not report original code. Any additional information required to reanalyze the data reported in this paper is available from the lead contact upon request,SXT,50nm isotropic,"17 B cells (7 native, 10 fixed); 3ea uninfected HEK293T-ACE2; Calu-3, A549-ACE2 + 3 infected (24hpi) + addlt at 6hpi (17 total infected cells means 14 @ 6hpi across 3 cell lines)",,Human,human B lymphocytes (GM12878); HEK293T-ACE2,ER; Mitochondria; Lipid Droplets; Vesicles; Other: eu/heterochromatin,Volume; Volume fraction; Dimensions; Count/#; Other,Stressors; Methodology; Other: stressors - viral infection,"Calu-3 human lung epithelia, A549-ACE2 - only shown as raw tomograms, don't fit inclusion criteria",Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Loconte 2022,loconte-2022,included,Soft X-ray tomography to map and quantify organelle interactions at the mesoscale.,35148829,2022,Structure,Research Article,Resource,Yes,No,Data and code availability All original code and reconstructed data are available from the corresponding contacts upon request. Any additional information required to reanalyze the data reported in this paper is available from the corresponding contacts upon request,SXT,60 nm isotropic,56 cells,,Rodent,rat insulinoma INS-1E pancreatic B cells,Nucleus; Mitochondria; Vesicles; Other: insulin vesicles,"Volume; Volume fraction; Count/#; Positioning/Distance; Contacts/Associations; Density; Other: crowding (""congestion index"")",Metabolic State,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Matharu 2023,matharu-2023,included,"Deep learning, 3D ultrastructural analysis reveals quantitative differences in platelet and organelle packing in COVID-19/SARSCoV2 patient-derived platelets.",37933490,2023,Platelets,Research Article,Research Article,Yes,No,,FIB-SEM,"7nm xy, 15nm z",64,"63 including mito (606 total cell+AGl, 300 Ctrl, 306 COVID)",Human,human platelets (WT & COVID),Mitochondria; Other: alpha granules,Volume; Volume fraction; Count/#; Surface Area,Stressors,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
McQuate 2023,mcquate-2023,included,Activity regulates a cell type-specific mitochondrial phenotype in zebrafish lateral line hair cells.,36912880,2023,eLife,Research Article,Research Article,Yes,Yes,"The SBFSEM data volumes for the sixteen different NMs used in this manuscript, including WT and mutants, are publicly available at webKnossos (http://demo.webknossos.org/), searchable by the dataset name indicated in the relevant source data. [information for 16 datasets included]",SBF-SEM,"5nm xy, 40-50nm z",146,"(12 3dpf (12 w kinocilia, 10 w stereocilia), 65 5-6dpf HC (inc cilia) (also, HC mutants: 5 opa1, 19 cdh23 cells; 45 cav1.3a) cells - only counted the ones for which multiple organelles are segmented/analyzed (cilia), according to figure legends)",Other: Fish,"Zebrafish hair cells, supporting cells",Mitochondria; Flagella/cilia,"Volume; Volume fraction; Dimensions; Count/#; Other: size scaling (org:cell, org:org)",Cell Type/Species; Other: development (young vs mature),,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Medeiros 2012,medeiros-2012,included,Visualizing the 3D architecture of multiple erythrocytes infected with Plasmodium at nanoscale by focused ion beam-scanning electron microscopy.,22432024,2012,PLoS One,Research Article,Research Article (online),Yes,No,,FIB-SEM,3.5-6.07 nm,10,10 quantified (Table 1); 1 or 2 whole cell images,Rodent; Other: parasitic protist,mouse RBCs infected with Plasmodium chaubadi,"Nucleus; Vacuole/Lysosome; Other: hemoglobin-containing tubules, ""membranous structures"" (enclosing hemoglobin), parasitopherous vacuole, Maurer's cleft-like structures",Volume; Volume fraction; Count/#; Surface Area,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Midorikawa 2022,midorikawa-2022,included,Three-dimensional nanoscale analysis of light-dependent organelle changes in Arabidopsis mesophyll cells,36712360,2022,PNAS Nexus,Research Article,Research report,Yes,Yes,"""All data needed to evaluate the conclusions in the paper are present in the paper and/or the Supplementary Materials.""",FESEM,10x10x100nm,6,"3L, 3D",Plant,"Arabidopsis thaliana, mesophyll cells",Nucleus; Mitochondria; Vacuole/Lysosome; Chloroplast/Plastid; Peroxisome,Volume; Volume fraction; Count/#; Surface Area; Positioning/Distance; Contacts/Associations; Shape; Other,Light/Dark,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Mirasole 2023,mirasole-2023,included,Vacuolar control of stomatal opening revealed by 3D imaging of the guard cells.,37169939,2023,Scientific Reports,Research Article,Article,Yes,No,,Fluorescence,"120nm xy, 285nm z",2024-10-12 00:00:00,,Plant,Arabidopsis thaliana guard cell,Nucleus; Vacuole/Lysosome; Chloroplast/Plastid,Volume; Volume fraction; Shape,Stressors; Other: osmo/ion flux,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Mocaer 2023,mocaer-2023,included,Targeted volume correlative light and electron microscopy of an environmental marine microorganism.,37455654,2023,Journal of Cell Science,Technical Article,Tools and Resources,Yes,Yes,The FIB-SEM datasets generated during this study are available at Electron Microscopy Public Image Archive (EMPIAR) under the accession number EMPIAR11399. The complete dataset and associated segmentation can be visualized and interacted with using MoBIE (https://github.com/mobie/environmentaldinoflagellate-vCLEM).,FIB-SEM,8nm isotropic,1,,Flagellate protist,Ensiculifera tyrrhenica (dinoflagellate),"Nucleus; Mitochondria; Chloroplast/Plastid; Golgi; Flagella/cilia; Other: starch aggregates, trichocyst, mucocyst",Volume; Volume fraction; Dimensions; Count/#,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Motta 2010,motta-2010,included,The bacterium endosymbiont of Crithidia deanei undergoes coordinated division with the host cell nucleus.,20865129,2010,PLoS ONE,Research Article,Research Article,Yes,No,,FIB-SEM,xy? 113.5 um z,1,"""The description of events and timings in the C. deanei cell cycle were based on counts of 1000 cells.""",Flagellate protist,trypanosomatid Crithidia deanei with bacterial endosymbiont,"Nucleus; Flagella/cilia; Other: bacterial endosymbiont, red object either kinetoplast or basal body",None,,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
Muller 2021,muller-2021,included,3D FIB-SEM reconstruction of microtubule-organelle interaction in whole primary mouse Î² cells.,33326005,2021,Journal of Cell Biology,Research Article,Report,Yes,Yes,Segmentation masks and crops of analyzed Î² cellshavebeen binned to near 16 nm isotropic voxel size and are available for download via https://betaseg.github.io/. The FIJI plugin BetaSeg Viewer and the plugin for importing KNOSSOS skeletons can be downloaded via the update site https://sites.imagej.net/ betaseg/.,FIB-SEM,~4 nm voxels (rescaled from near-isotropic),7,"3 low-glucose, 4 high-glucose",Rodent,Primary mouse B cells,"Nucleus; Mitochondria; Golgi; Other: Centriole, PC axoneme, insulin secretory granules, PM",Volume; Volume fraction; Dimensions; Count/#; Surface Area; Contacts/Associations,Metabolic State; Other: High glucose v low glucose,,Additional file 2_includes_borderlines.xlsx,Data Extraction_Includes,https://github.com/mmirvis/Cell-Anatomy-Scoping-Review.git,a2218f4e65818f3187f2b3c050690bd16fd21c6e
